time_recorded,num,miss,date,mode,term,direction,etat
2022-06-24 10:06:43,ILAV35,ILAV,24-06-2022 11:17,R,87271528,1,
2022-06-24 10:06:43,SOIE54,SOIE,24-06-2022 11:27,R,87758722,1,
2022-06-24 10:06:43,ILAV41,ILAV,24-06-2022 11:36,R,87271528,0,
2022-06-24 10:06:43,SOIE60,SOIE,24-06-2022 11:48,R,87758722,0,
2022-06-24 10:06:43,ILAV47,ILAV,24-06-2022 11:57,R,87758623,0,Supprimé
2022-06-24 10:06:43,SOIE66,SOIE,24-06-2022 12:09,R,87758722,0,
2022-06-24 10:06:43,ILAV53,ILAV,24-06-2022 12:18,R,87758623,1,Supprimé
2022-06-24 10:06:43,SOIE72,SOIE,24-06-2022 12:30,R,87758722,1,
2022-06-24 10:06:43,ILAV59,ILAV,24-06-2022 12:39,R,87758623,1,Supprimé
2022-06-24 10:06:43,SOIE78,SOIE,24-06-2022 12:51,R,87758722,1,
2022-06-24 10:06:43,ILAV65,ILAV,24-06-2022 13:00,R,87271528,0,
2022-06-24 10:06:43,ILAV71,ILAV,24-06-2022 13:21,R,87271528,1,
2022-06-24 10:06:43,ILAV77,ILAV,24-06-2022 13:42,R,87271528,1,
2022-06-24 10:06:43,ILAV17,ILAV,24-06-2022 10:16,R,87271528,1,
2022-06-24 10:06:43,SOIE36,SOIE,24-06-2022 10:24,R,87758722,1,
2022-06-24 10:06:43,ILAV23,ILAV,24-06-2022 10:33,R,87271528,0,
2022-06-24 10:06:43,SOIE42,SOIE,24-06-2022 10:43,R,87758722,0,
2022-06-24 10:06:43,ILAV29,ILAV,24-06-2022 10:56,R,87271528,0,
2022-06-24 10:06:43,SOIE48,SOIE,24-06-2022 11:04,R,87758722,0,
2022-06-24 10:06:43,ILAV35,ILAV,24-06-2022 11:17,R,87271528,1,
2022-06-24 10:06:43,SOIE54,SOIE,24-06-2022 11:27,R,87758722,1,
2022-06-24 10:06:43,ILAV41,ILAV,24-06-2022 11:36,R,87271528,0,
2022-06-24 10:06:43,SOIE60,SOIE,24-06-2022 11:48,R,87758722,0,
2022-06-24 10:06:43,ILAV47,ILAV,24-06-2022 11:57,R,87758623,0,Supprimé
2022-06-24 10:06:43,SOIE66,SOIE,24-06-2022 12:09,R,87758722,0,
2022-06-24 10:06:43,ILAV53,ILAV,24-06-2022 12:18,R,87758623,1,Supprimé
2022-06-24 10:06:43,SOIE72,SOIE,24-06-2022 12:30,R,87758722,1,
2022-06-24 10:06:43,ILAV59,ILAV,24-06-2022 12:39,R,87758623,1,Supprimé
2022-06-24 10:06:43,SOIE78,SOIE,24-06-2022 12:51,R,87758722,1,
2022-06-24 10:06:43,ILAV65,ILAV,24-06-2022 13:00,R,87271528,0,
2022-06-24 10:06:43,ILAV71,ILAV,24-06-2022 13:21,R,87271528,1,
2022-06-24 10:06:43,ILAV77,ILAV,24-06-2022 13:42,R,87271528,1,
2022-06-24 10:06:43,ILAV17,ILAV,24-06-2022 10:16,R,87271528,1,
2022-06-24 10:06:43,SOIE36,SOIE,24-06-2022 10:24,R,87758722,1,
2022-06-24 10:06:43,ILAV23,ILAV,24-06-2022 10:33,R,87271528,0,
2022-06-24 10:06:43,SOIE42,SOIE,24-06-2022 10:43,R,87758722,0,
2022-06-24 10:06:43,ILAV29,ILAV,24-06-2022 10:56,R,87271528,0,
2022-06-24 10:06:43,SOIE48,SOIE,24-06-2022 11:04,R,87758722,0,
2022-06-24 10:06:43,ILAV35,ILAV,24-06-2022 11:17,R,87271528,1,
2022-06-24 10:06:43,SOIE54,SOIE,24-06-2022 11:27,R,87758722,1,
2022-06-24 10:06:43,ILAV41,ILAV,24-06-2022 11:36,R,87271528,0,
2022-06-24 10:06:43,SOIE60,SOIE,24-06-2022 11:48,R,87758722,0,
2022-06-24 10:06:43,ILAV47,ILAV,24-06-2022 11:57,R,87758623,0,Supprimé
2022-06-24 10:06:43,SOIE66,SOIE,24-06-2022 12:09,R,87758722,0,
2022-06-24 10:06:43,ILAV53,ILAV,24-06-2022 12:18,R,87758623,1,Supprimé
2022-06-24 10:06:43,SOIE72,SOIE,24-06-2022 12:30,R,87758722,1,
2022-06-24 10:06:43,ILAV59,ILAV,24-06-2022 12:39,R,87758623,1,Supprimé
2022-06-24 10:06:43,SOIE78,SOIE,24-06-2022 12:51,R,87758722,1,
2022-06-24 10:06:43,ILAV65,ILAV,24-06-2022 13:00,R,87271528,0,
2022-06-24 10:06:43,ILAV71,ILAV,24-06-2022 13:21,R,87271528,1,
2022-06-24 10:06:43,ILAV77,ILAV,24-06-2022 13:42,R,87271528,1,
