time_recorded,num,miss,date,mode,term,direction,etat
2022-06-24 10:06:43,KONI28,KONI,24-06-2022 10:19,R,87393579,0,
2022-06-24 10:06:43,KONI34,KONI,24-06-2022 10:22,R,87393579,1,
2022-06-24 10:06:43,ECHO19,ECHO,24-06-2022 10:23,R,87001479,1,
2022-06-24 10:06:43,EPIR21,EPIR,24-06-2022 10:25,R,87001479,0,
2022-06-24 10:06:43,SOIE36,SOIE,24-06-2022 10:28,R,87758722,1,
2022-06-24 10:06:43,ILAV23,ILAV,24-06-2022 10:30,R,87271528,0,
2022-06-24 10:06:43,ECHO25,ECHO,24-06-2022 10:36,R,87758623,0,Supprimé
2022-06-24 10:06:43,PITO38,PITO,24-06-2022 10:37,R,87758896,1,
2022-06-24 10:06:43,EPIR27,EPIR,24-06-2022 10:42,R,87001479,0,
2022-06-24 10:06:43,KONI40,KONI,24-06-2022 10:43,R,87393579,0,
2022-06-24 10:06:43,SOIE42,SOIE,24-06-2022 10:47,R,87758722,0,
2022-06-24 10:06:43,ILAV29,ILAV,24-06-2022 10:52,R,87271528,0,
2022-06-24 10:06:43,ECHO31,ECHO,24-06-2022 10:57,R,87001479,1,
2022-06-24 10:06:43,PITO44,PITO,24-06-2022 10:58,R,87758896,0,
2022-06-24 10:06:43,EPIR33,EPIR,24-06-2022 11:03,R,87001479,1,
2022-06-24 10:06:43,KONI46,KONI,24-06-2022 11:04,R,87393579,0,
2022-06-24 10:06:43,SOIE48,SOIE,24-06-2022 11:08,R,87758722,0,
2022-06-24 10:06:43,ILAV35,ILAV,24-06-2022 11:13,R,87271528,1,
2022-06-24 10:06:43,ILAV17,ILAV,24-06-2022 10:12,R,87271528,1,
2022-06-24 10:06:43,EPIR15,EPIR,24-06-2022 10:14,R,87001479,1,
2022-06-24 10:06:43,PITO32,PITO,24-06-2022 10:16,R,87758789,1,
2022-06-24 10:06:43,KONI28,KONI,24-06-2022 10:19,R,87393579,0,
2022-06-24 10:06:43,KONI34,KONI,24-06-2022 10:22,R,87393579,1,
2022-06-24 10:06:43,ECHO19,ECHO,24-06-2022 10:23,R,87001479,1,
2022-06-24 10:06:43,EPIR21,EPIR,24-06-2022 10:25,R,87001479,0,
2022-06-24 10:06:43,SOIE36,SOIE,24-06-2022 10:28,R,87758722,1,
2022-06-24 10:06:43,ILAV23,ILAV,24-06-2022 10:30,R,87271528,0,
2022-06-24 10:06:43,ECHO25,ECHO,24-06-2022 10:36,R,87758623,0,Supprimé
2022-06-24 10:06:43,PITO38,PITO,24-06-2022 10:37,R,87758896,1,
2022-06-24 10:06:43,EPIR27,EPIR,24-06-2022 10:42,R,87001479,0,
2022-06-24 10:06:43,KONI40,KONI,24-06-2022 10:43,R,87393579,0,
2022-06-24 10:06:43,SOIE42,SOIE,24-06-2022 10:47,R,87758722,0,
2022-06-24 10:06:43,ILAV29,ILAV,24-06-2022 10:52,R,87271528,0,
2022-06-24 10:06:43,ECHO31,ECHO,24-06-2022 10:57,R,87001479,1,
2022-06-24 10:06:43,PITO44,PITO,24-06-2022 10:58,R,87758896,0,
2022-06-24 10:06:43,EPIR33,EPIR,24-06-2022 11:03,R,87001479,1,
2022-06-24 10:06:43,KONI46,KONI,24-06-2022 11:04,R,87393579,0,
2022-06-24 10:06:43,SOIE48,SOIE,24-06-2022 11:08,R,87758722,0,
2022-06-24 10:06:43,ILAV35,ILAV,24-06-2022 11:13,R,87271528,1,
